0,0
0.003428908,0.00105919
0.00544862,0.001941748
0.007323257,0.002950603
0.00911724,0.003914298
0.010872231,0.004956363
0.012499622,0.005971668
0.014063711,0.006950565
0.015658519,0.007969418
0.017218036,0.00896269
0.018691275,0.009927793
0.020157714,0.010888575
0.021626546,0.011829675
0.023118138,0.012876575
0.02446893,0.013958725
0.025807884,0.014946725
0.02715986,0.015916775
0.02851366,0.01694575
0.029767913,0.017911825
0.031023824,0.018884
0.032347701,0.01990355
0.033639197,0.0209641
0.034831091,0.02191505
0.036067771,0.02288195
0.037244475,0.023885375
0.038494529,0.024857025
0.039673247,0.025888675
0.040795385,0.026863875
0.041994161,0.02786965
0.043183784,0.028962425
0.044266182,0.029842075
0.04539923,0.03089195
0.046466585,0.03182125
0.0475809,0.032883725
0.048621926,0.033895725
0.049630085,0.034847475
0.050777203,0.03590405
0.051882083,0.036940575
0.052869472,0.03789585
0.053926137,0.038895625
0.05489156,0.039910725
0.055979514,0.0408748
0.056931899,0.041854725
0.057906588,0.0427651
0.058958293,0.0438849
0.059957454,0.044878475
0.060908117,0.045890575
0.061859814,0.0467424
0.06278604,0.0478625
0.063771384,0.04888575
0.064604147,0.04987465
0.065543983,0.050851875
0.066497962,0.051850525
0.067448357,0.052854225
0.068345441,0.053875
0.069245751,0.05478645
0.070117504,0.0558754
0.071031609,0.0568558
0.071864555,0.057859625
0.072713305,0.058865975
0.073571232,0.059803975
0.07449591,0.060782525
0.075329443,0.061781175
0.076129306,0.062832525
0.076966349,0.0638473
0.077819549,0.06477325
0.078591676,0.0658531
0.079464982,0.06684055
0.080250866,0.067726125
0.081139248,0.068842525
0.08191604,0.069847325
0.082638186,0.070799125
0.083448707,0.0717494
0.084263945,0.072821675
0.085034335,0.073729825
0.085806358,0.074712725
0.086601718,0.0757749
0.087361166,0.076743175
0.088147812,0.077785175
0.088797508,0.078738375
0.089625193,0.079772575
0.090354468,0.080718725
0.091036317,0.081806725
0.091756094,0.0827293
0.092517489,0.0836428
0.093247799,0.084782175
0.093991935,0.085821575
0.094639963,0.086768775
0.09538401,0.087793175
0.096079925,0.0888088
0.096756125,0.089776875
0.097405731,0.090697425
0.098130964,0.091775975
0.098863533,0.09278405
0.099543538,0.093825725
0.100224675,0.0947183
0.100876248,0.09573955
0.101542034,0.096773575
0.102168189,0.0978167
0.10276991,0.098726625
0.103481176,0.0997728
0.104121952,0.100715
0.104788909,0.10180925
0.105346304,0.10279825
0.105987196,0.10374575
0.106655533,0.1046935
0.107226881,0.10580475
0.107833257,0.1067285
0.108521047,0.10767875
0.109115035,0.10874325
0.109693383,0.10980475
0.110280132,0.110704
0.110884734,0.1116775
0.111493795,0.11276575
0.112085957,0.11374425
0.112610575,0.1147825
0.113242451,0.115704
0.113841627,0.1166745
0.114385996,0.11777875
0.114961039,0.118689
0.115562336,0.11978725
0.116122655,0.120804
0.116645751,0.1218005
0.117181487,0.122758
0.117770457,0.1236285
0.118339927,0.1247775
0.118892629,0.12581375
0.119391498,0.1267515
0.119958276,0.12769325
0.120474269,0.128808
0.121008381,0.1297485
0.121482251,0.130749
0.122064752,0.13175375
0.122603836,0.13269125
0.123123764,0.133772
0.12360138,0.1347675
0.124105976,0.13578875
0.124667538,0.13674175
0.12512121,0.13778575
0.12559187,0.13867575
0.12613629,0.13977775
0.126672635,0.14080025
0.127149424,0.1416655
0.127620628,0.1427625
0.128105669,0.143712
0.128614396,0.14471775
0.129064678,0.1457595
0.129548137,0.1467325
0.130054262,0.14769
0.130567636,0.148727
0.131014943,0.1497915
0.131483043,0.1507765
0.131974304,0.15173125
0.132436832,0.1527565
0.13284839,0.153745
0.133276322,0.154741
0.133810631,0.15570575
0.134312749,0.156757
0.134765705,0.157743
0.135151618,0.15867275
0.135617995,0.159744
0.136075834,0.16069625
0.136505043,0.1617385
0.136902268,0.1626345
0.137408462,0.163712
0.137870904,0.1647355
0.138301837,0.16576725
0.138664988,0.16667725
0.139159228,0.1677425
0.139562839,0.16869925
0.139978092,0.169577
0.140330171,0.17067725
0.140775335,0.171673
0.141211939,0.172732
0.141618323,0.17373825
0.141992045,0.17464675
0.142398802,0.17565325
0.142818462,0.176716
0.143220375,0.17763725
0.14357966,0.17858725
0.144041323,0.17964375
0.144435581,0.180732
0.144885172,0.18167325
0.145234251,0.18262225
0.145641724,0.1837175
0.146052901,0.18469425
0.14640204,0.185714
0.146743258,0.186669
0.147194735,0.187706
0.147620842,0.18869325
0.147992977,0.18969875
0.148339,0.1906995
0.148742568,0.19169475
0.149143312,0.19265775
0.14946335,0.19363275
0.14982609,0.19469275
0.150193172,0.19565325
0.150647114,0.19671325
0.150959977,0.1977155
0.151305087,0.19862275
